cod_cliente,clt_tipo_contac,clt_contac
86581561,1,conchita28@yahoo.com
86581561,2,3849399628117
04892861,1,itzelyanez@yahoo.com
04892861,2,2763637132197
09262256,1,wendolin25@hotmail.com
09262256,2,0641645185127
09262256,3,8257578972546
09262256,4,1970963081786
69442292,1,qcrespo@yahoo.com
69442292,2,4503925379842
69442292,3,0562212494022
69442292,4,4217191531877
91593108,1,almalovato@hotmail.com
91593108,2,1408339003557
47310711,1,nayelivillalpando@hotmail.com
47310711,2,3995878637658
47310711,3,6665416070181
47310711,4,3600162574544
47310711,5,1111582741188
35042235,1,rubioelvira@gmail.com
35042235,2,4663638999213
55271509,1,estradacatalina@gmail.com
87506556,1,leonelmontoya@yahoo.com
87506556,2,3459426931653
87506556,3,3246431758600
39229021,1,jesusrenteria@gmail.com
39229021,2,9262403958549
39229021,3,0339801087727
39229021,4,5922964612498
39229021,5,7772888688217
96415870,1,cmarin@hotmail.com
96415870,2,5471966999258
78023512,1,bgarza@hotmail.com
78023512,2,4720080736646
78023512,3,8629185724026
70365511,1,nvillalobos@gmail.com
70365511,2,9257867941792
70365511,3,6478376391762
70365511,4,9449467398861
44358877,1,patricio34@gmail.com
44358877,2,2003374108552
44358877,3,4436248304055
44358877,4,8296391741681
22324375,1,elviabermudez@yahoo.com
92391956,1,genaro08@gmail.com
92391956,2,9593318996038
92391956,3,2570125331977
92391956,4,4595986968718
35387985,1,pmaldonado@hotmail.com
35387985,2,5381276719532
35387985,3,3026848406772
35387985,4,3202036173333
58529089,1,dsolano@hotmail.com
58529089,2,3139313376689
06729547,1,juliaaviles@yahoo.com
36106578,1,escobedojoaquin@gmail.com
19513201,1,avaloscatalina@gmail.com
69245107,1,morenozeferino@hotmail.com
69245107,2,7300370194401
69245107,3,8236600819136
48880732,1,joseherrera@yahoo.com
48880732,2,8314132696461
48880732,3,3020351341298
16049376,1,norma40@yahoo.com
16049376,2,7453890315101
50415953,1,juanapina@hotmail.com
50415953,2,6506912659678
50415953,3,0410968722893
35755425,1,xvalencia@gmail.com
35755425,2,2538244841090
35755425,3,8497605616134
08960528,1,jose-luisorozco@hotmail.com
08960528,2,5552905456930
08960528,3,4127115349241
08960528,4,0785606733590
08960528,5,7348351346616
25570489,1,diegocarrillo@yahoo.com
70292732,1,cmeraz@gmail.com
03687406,1,ignaciobarajas@hotmail.com
03687406,2,3452989224284
38175893,1,asolorzano@hotmail.com
38515750,1,josegiron@gmail.com
38515750,2,5922153548414
38515750,3,1935339529261
40136929,1,corderopaulina@yahoo.com
40136929,2,1305970901841
50864362,1,lindalira@gmail.com
97569961,1,guillermo77@gmail.com
97569961,2,9202792592795
97569961,3,3636080344275
36908141,1,yperez@hotmail.com
36908141,2,4951391549721
36908141,3,0888277509340
36908141,4,5024151602344
36908141,5,0264192447656
84696427,1,kquinones@gmail.com
84696427,2,6609117158076
62026253,1,rubycaldera@hotmail.com
62026253,2,4879942206975
64161679,1,vcarranza@yahoo.com
64161679,2,5060928642324
64161679,3,9250203439613
64161679,4,9159698182124
34700280,1,etejeda@gmail.com
34700280,2,0662914087589
34700280,3,6281439583424
34700280,4,4160847532926
17296588,1,maytemunguia@hotmail.com
17296588,2,7315897340492
75044602,1,aliciasolorzano@yahoo.com
75044602,2,1243505544058
75044602,3,3426496248934
75044602,4,8304885322396
75044602,5,7589456607177
34277706,1,ulibarritrinidad@yahoo.com
34277706,2,7893707278424
66994596,1,famador@hotmail.com
66994596,2,3927747907979
92578197,1,vallesdaniel@hotmail.com
91651549,1,britosessa@hotmail.com
91651549,2,5712558255041
91651549,3,6512741644235
91651549,4,4924148360290
91651549,5,4148144328758
06399375,1,benjamin37@gmail.com
06399375,2,7616349533326
06399375,3,2199327312933
68443467,1,irodriguez@yahoo.com
68443467,2,5141751699008
68443467,3,5464268630887
68443467,4,8744126853419
68443467,5,8378393757894
01208658,1,judith55@gmail.com
01208658,2,6542230287073
26984629,1,trinidadfeliciano@yahoo.com
26984629,2,8773356477351
76465604,1,espartacoirizarry@hotmail.com
76465604,2,6106284410428
76465604,3,1768537521761
03653487,1,arcelia21@yahoo.com
03653487,2,8439290686176
03653487,3,1874245638831
03653487,4,9986182783752
03653487,5,4097370088951
24193863,1,iglesiascesar@gmail.com
16288584,1,jose-luis08@hotmail.com
16288584,2,9339675524536
40552279,1,alberto30@gmail.com
40552279,2,4137099441935
40552279,3,9506171560361
40552279,4,8032165972270
40552279,5,5956430233166
93657563,1,curielgabriela@yahoo.com
93657563,2,5799028037103
31475860,1,sepulvedadario@hotmail.com
31475860,2,6066753779058
31475860,3,1395461203115
31475860,4,4884810729264
86037914,1,claudio82@hotmail.com
86037914,2,4013005685226
86037914,3,0759820836824
25774443,1,arturo76@gmail.com
25774443,2,0595842297446
25774443,3,0330173779553
60815156,1,ibarrios@yahoo.com
88466354,1,alvaesteban@gmail.com
16043084,1,luzguerrero@gmail.com
82005610,1,wponce@hotmail.com
82005610,2,4148621133022
82005610,3,5801434290421
24200264,1,baparicio@yahoo.com
24200264,2,0596748452883
24200264,3,6093993883755
24200264,4,0704732156084
01449297,1,fmatias@gmail.com
01449297,2,2806758311734
01449297,3,8671811886218
01449297,4,5481545039920
01449297,5,1807828008452
18153781,1,cervantezjuan@hotmail.com
18153781,2,1629026278024
84571915,1,benitolaboy@yahoo.com
84571915,2,7615739720189
84571915,3,3270312266036
62313735,1,gironrebeca@gmail.com
62313735,2,5339842057882
62313735,3,8851734768021
62313735,4,8233660708965
22818935,1,karinapuente@gmail.com
22818935,2,9628930171263
22818935,3,2863385324524
22818935,4,2624967089372
22818935,5,6451172908503
09782266,1,maria-jose98@yahoo.com
09782266,2,2904971167565
09782266,3,6226571364997
60799777,1,qrincon@hotmail.com
60799777,2,1996361460515
60799777,3,0485166327396
60799777,4,2383611800918
60799777,5,4658761466402
68456436,1,rcolunga@hotmail.com
68456436,2,8149077096533
68456436,3,7021586456593
68456436,4,0289444642361
04371359,1,rangelrodolfo@hotmail.com
04371359,2,9693033836836
10425916,1,esperanza07@gmail.com
10425916,2,1071860551443
10425916,3,5488268504310
10425916,4,9270599711929
10425916,5,2660406994749
89291085,1,blancomarisela@gmail.com
89291085,2,2889271039077
38382970,1,cepedasantiago@yahoo.com
38382970,2,8735269604898
38382970,3,2649116203085
38382970,4,1527383982708
38382970,5,8581295606705
86449267,1,irmaocampo@hotmail.com
86449267,2,5186583670875
76319303,1,ochoairma@gmail.com
99627102,1,dcorral@yahoo.com
99627102,2,4829176736446
03251225,1,ybarrientos@yahoo.com
60624505,1,tdavila@gmail.com
60624505,2,5536035258350
60624505,3,4227773956025
60624505,4,3932460225811
60624505,5,2618491824629
29371211,1,floresolga@yahoo.com
29371211,2,0999003905207
77917638,1,arceliarenteria@hotmail.com
04726159,1,amelia10@yahoo.com
04726159,2,7504689232900
71696324,1,ttamez@hotmail.com
62695862,1,trosas@hotmail.com
62695862,2,6511168458404
35315636,1,lorena83@gmail.com
35315636,2,9057678131670
35315636,3,4075550329822
35315636,4,2592719937747
64715605,1,pabloblanco@yahoo.com
98817498,1,silvia60@gmail.com
98817498,2,1742396454959
98817498,3,8989294026931
98817498,4,4306978082704
86933735,1,rojasoliver@yahoo.com
86933735,2,3602511965276
86933735,3,7701697888061
86933735,4,2906628610710
79032117,1,isabelrodrigez@gmail.com
79032117,2,4001357936403
79032117,3,7853826304895
55370516,1,oaltamirano@yahoo.com
55370516,2,4636396511571
55370516,3,7402827847573
55370516,4,6705887108004
55370516,5,6699014787079
05364541,1,eugeniogonzalez@gmail.com
05364541,2,6149761887483
05364541,3,1288829739544
05364541,4,1314597136801
99244538,1,rafaelescalante@yahoo.com
99244538,2,0852391429305
99244538,3,1000840843707
17228572,1,luz46@hotmail.com
17228572,2,3659262965269
80849377,1,apariciocecilia@hotmail.com
56628500,1,ude-la-torre@hotmail.com
56628500,2,2168672853825
56628500,3,7531728615158
56628500,4,4724374724401
56628500,5,3705016054670
81080564,1,tiradoana@hotmail.com
81080564,2,7462235016874
94434361,1,adela88@gmail.com
94434361,2,9528578317272
94434361,3,8678191340479
97281719,1,jos31@yahoo.com
97281719,2,6898673208840
97281719,3,0150036806752
37384487,1,de-jesusmariano@yahoo.com
37384487,2,8686156455001
37384487,3,6715947443349
37384487,4,2926561457796
37384487,5,2836295266734
68426200,1,bustoscamilo@yahoo.com
59468219,1,maria-elena47@gmail.com
59468219,2,9796973432832
63308570,1,abelnegron@yahoo.com
63308570,2,5683312831304
63308570,3,1608329779881
63308570,4,7384137444603
01461855,1,adrianarocha@yahoo.com
80068785,1,uolvera@hotmail.com
80068785,2,3222986396858
80068785,3,2883891317726
76084447,1,kmacias@yahoo.com
76084447,2,2705700271728
76084447,3,8429458740377
76084447,4,9353780107419
76084447,5,0735189127136
44704469,1,apalacios@gmail.com
44704469,2,4375390288892
44704469,3,4125282340878
72190135,1,mateorodolfo@gmail.com
72190135,2,5443086508831
72190135,3,6615672479706
72190135,4,1745527657078
72190135,5,5880233815282
26290669,1,anelnaranjo@yahoo.com
26290669,2,9141890095912
26290669,3,1997409818885
26290669,4,1620688939153
34393383,1,sergio86@yahoo.com
63810356,1,barretoalonso@gmail.com
63810356,2,3302519306106
63810356,3,5484089662548
63810356,4,7440463942171
29120949,1,hrosales@yahoo.com
29120949,2,3396891051529
29120949,3,4813227461203
95860152,1,vvillareal@yahoo.com
95860152,2,2420344152700
79731607,1,leticiasisneros@gmail.com
79731607,2,5674619911002
79731607,3,6367929888451
79731607,4,9469000130146
79731607,5,7720403043550
16182103,1,fuentesaurora@yahoo.com
16182103,2,5714706371336
03360866,1,fidel80@gmail.com
03360866,2,7460917629643
03360866,3,0053345613251
03360866,4,9880269309282
24702539,1,ericmaldonado@hotmail.com
24702539,2,4891588679508
54647985,1,cristalgonzales@gmail.com
54647985,2,1395472005509
54647985,3,2868709610746
54647985,4,6457804011977
07096877,1,karina41@gmail.com
07096877,2,2012839793116
49353952,1,reyesalma@gmail.com
07063985,1,yuridia40@hotmail.com
07063985,2,0648399305378
22270290,1,aldofarias@hotmail.com
22270290,2,5817369787279
22270290,3,0928975524280
18059915,1,florencia10@yahoo.com
12580583,1,guzmanisabel@hotmail.com
09689787,1,marco-antoniocasanova@hotmail.com
09689787,2,4665516207859
09689787,3,5107843890518
52739859,1,alicia00@gmail.com
52739859,2,5551588984214
52739859,3,6568953857362
63547382,1,frida64@gmail.com
63547382,2,1554552399507
63547382,3,9106634886225
63547382,4,8047450289653
98826551,1,gabriel75@hotmail.com
98826551,2,1464160443346
98826551,3,9896580194945
98826551,4,0151600115037
75865016,1,oolivarez@yahoo.com
69945502,1,cadenajose-luis@hotmail.com
69945502,2,4228825297244
69945502,3,5561177696471
69945502,4,4317963569683
69945502,5,5034956642336
50132515,1,eugeniauribe@gmail.com
14634581,1,xulloa@gmail.com
14634581,2,6913364794527
14634581,3,7257789669085
14634581,4,9689886788718
89754665,1,wcervantez@gmail.com
89754665,2,3877495324843
89754665,3,9918660613196
64522449,1,joaquinmacias@hotmail.com
64522449,2,8666446175114
64522449,3,4240310033067
64522449,4,5574464671997
64522449,5,8561511072134
26156118,1,nicolasmora@yahoo.com
93096966,1,bocampo@hotmail.com
93096966,2,3648097740105
17031813,1,uflores@yahoo.com
17031813,2,3260851046320
17031813,3,2034128312937
17031813,4,9776078614043
17031813,5,9224432815849
83615665,1,muromarcos@gmail.com
83615665,2,6212936303144
96401248,1,knevarez@gmail.com
96401248,2,9138742072851
96401248,3,8593279748655
96401248,4,7077321101386
96401248,5,6636860149417
35359746,1,rodolfoarmas@hotmail.com
35359746,2,5277293539047
35359746,3,9882237958989
35359746,4,4878243154377
35359746,5,9239245954579
81483631,1,inesperes@gmail.com
81483631,2,7022756958415
82661670,1,reynaldo24@hotmail.com
82661670,2,2974446714867
82661670,3,6312857091976
92225176,1,sonia50@gmail.com
92225176,2,4343394477275
92225176,3,1315568563758
29870479,1,minervabecerra@gmail.com
52103582,1,alvaradoalberto@gmail.com
52103582,2,2724108891082
26090139,1,ksolano@hotmail.com
26090139,2,9785169167022
26090139,3,2870357938171
26090139,4,1423619575889
73577737,1,jaime51@hotmail.com
29699735,1,ocaldera@gmail.com
29699735,2,2920030510252
29699735,3,9942934767310
35316664,1,nayeli19@gmail.com
35316664,2,7120425821556
35316664,3,9899344455136
76989445,1,natalia75@gmail.com
76989445,2,4467015973221
76989445,3,2137469842559
67079582,1,ulloaeugenio@gmail.com
67079582,2,1865247713415
67079582,3,0831732155297
67079582,4,6271396728523
86140331,1,emilio78@gmail.com
86140331,2,7482218119805
86140331,3,9649969815206
71252728,1,olivaresadela@gmail.com
71252728,2,8389277175841
71252728,3,4226446881256
71252728,4,4094070308008
00995603,1,veronicallamas@yahoo.com
00995603,2,6993245159303
00995603,3,9093361621522
00995603,4,5811508700773
00995603,5,1450872806819
28505785,1,fabiolamares@gmail.com
28505785,2,6793872293041
28505785,3,7299475467511
34967126,1,adela98@hotmail.com
34967126,2,7052791995856
25729689,1,mperales@hotmail.com
25729689,2,8038133191287
25729689,3,7022471342826
25729689,4,3570322268271
22884589,1,tfrias@gmail.com
22884589,2,1703200658177
22884589,3,1166045768217
22884589,4,0243645724215
86905428,1,galvezdulce@yahoo.com
86905428,2,3931663443538
86905428,3,3831531531753
59951278,1,serafinborrego@yahoo.com
59951278,2,7179689626372
59951278,3,7001255436211
20530600,1,jonas37@gmail.com
20530600,2,7582343208192
20530600,3,3426154277751
67247998,1,rivasmartha@hotmail.com
67247998,2,8220591760377
67247998,3,3710254890426
67247998,4,6343379674930
86063340,1,escalantehernan@gmail.com
69666544,1,evela@gmail.com
69666544,2,8684981563171
69666544,3,0888342170760
01384833,1,galarzaeva@hotmail.com
01384833,2,0967033786322
01384833,3,2867903118860
01384833,4,0504565790572
01384833,5,2814877197208
40099323,1,de-la-torreruby@yahoo.com
40099323,2,4672871900575
40099323,3,3041791417785
36313754,1,zoevelasquez@hotmail.com
36313754,2,0310635377340
36313754,3,9835769998765
12276011,1,bernardo78@gmail.com
12276011,2,9775302292998
12276011,3,9665935508297
86579360,1,teodoro55@yahoo.com
86579360,2,0667129460554
86579360,3,2945978894988
86579360,4,6308061254871
33311654,1,cejareynaldo@gmail.com
33311654,2,1075273893021
33311654,3,7809424044852
33311654,4,2436967996405
51996581,1,botellodaniel@hotmail.com
51996581,2,9976268793014
51996581,3,4227950318187
51996581,4,3780228172463
51996581,5,1862610025591
07912511,1,minerva04@yahoo.com
07912511,2,3446670770898
07912511,3,4719501906563
07912511,4,1754916105611
53451279,1,lermaernesto@gmail.com
53451279,2,8170879206076
53451279,3,1105962480307
53451279,4,3854337901733
09491243,1,mauro77@yahoo.com
09491243,2,8507865158710
87393521,1,qestrada@hotmail.com
87393521,2,2324928627541
87393521,3,6959148998233
90641596,1,lopezrocio@hotmail.com
90641596,2,3411935445074
90641596,3,2219361273243
90641596,4,4490717246702
90641596,5,5156864170634
26527222,1,luz78@yahoo.com
26527222,2,9384939082053
26527222,3,1056716902714
26527222,4,3426383814517
05592333,1,hernanestevez@yahoo.com
05592333,2,6438885301728
05592333,3,4757339462950
43231454,1,robledoconchita@gmail.com
43231454,2,8950913032358
43231454,3,0038132785327
47366220,1,zsaavedra@gmail.com
47366220,2,1964682620294
47366220,3,5258237180561
47366220,4,5272683973400
78570153,1,talmonte@yahoo.com
30889958,1,yolanda83@gmail.com
30889958,2,2826981979575
30889958,3,8866001295611
30889958,4,0978992903500
30889958,5,9286272574204
19656588,1,urbinagenaro@hotmail.com
19656588,2,6902714132218
19656588,3,7365785229157
19656588,4,7092428587861
19656588,5,3162776839829
15356376,1,florencia09@hotmail.com
15356376,2,9850024560753
15356376,3,5824264589147
15356376,4,5801164354967
93626408,1,ymaya@yahoo.com
93626408,2,2884244194704
93626408,3,8581182472871
93626408,4,8279916340077
73767367,1,dtejada@gmail.com
73767367,2,2829657055043
73767367,3,1324305462623
73767367,4,5757450560417
73767367,5,0984892302747
35572893,1,oybarra@yahoo.com
35572893,2,3110778293929
63841060,1,abigaillugo@gmail.com
63841060,2,5024654371077
63841060,3,4912148910488
70194616,1,ynavarro@yahoo.com
70194616,2,6198542711594
70194616,3,5893388209800
54434066,1,limonelena@hotmail.com
54434066,2,8466163119893
99837167,1,concepcion05@yahoo.com
99837167,2,3012832914983
99837167,3,7262195283622
87305708,1,jcortes@yahoo.com
87305708,2,0017673124145
87305708,3,3298618646144
87305708,4,0775643123621
32587999,1,abelardoabreu@yahoo.com
32587999,2,4104865656668
32587999,3,6988121350379
32587999,4,9937788084474
98461301,1,cecilia41@gmail.com
62953009,1,fernandezluis-manuel@hotmail.com
62953009,2,7431406790853
62953009,3,7985635654458
67598700,1,emiliafernandez@hotmail.com
67598700,2,7123848132523
67598700,3,3374930255583
67598700,4,1708985287252
67598700,5,9196502553862
46331212,1,parragabriel@hotmail.com
46331212,2,3693914090467
46331212,3,6986681219879
46331212,4,1691994523572
47385610,1,pradomarisela@gmail.com
47385610,2,7614629921773
47385610,3,8317050488877
47385610,4,4453328735156
47385610,5,1044580795824
63707298,1,nayeli16@yahoo.com
63707298,2,3953929183571
99988159,1,claudia36@yahoo.com
99988159,2,0811601443087
77614179,1,yeni83@yahoo.com
77614179,2,5564020913563
77614179,3,5367573878565
77614179,4,5265155640661
77614179,5,1802441269073
62066754,1,jose-luisblanco@gmail.com
62066754,2,0765971107472
62066754,3,4853466917583
62066754,4,5611727707800
09767249,1,jesus79@hotmail.com
09767249,2,8549538070725
09767249,3,6374514750457
09767249,4,7923358628209
04626916,1,arreolaines@gmail.com
83977114,1,murobernabe@gmail.com
83977114,2,8452693733009
83977114,3,9796657347480
83977114,4,0419673306944
83977114,5,1863543473588
08188335,1,bernaberincon@hotmail.com
08188335,2,8053905582763
08188335,3,4675042672365
08188335,4,5802571851442
63498981,1,carlota37@yahoo.com
63498981,2,6869027983699
63498981,3,1879486840806
59659846,1,espartacocedillo@yahoo.com
59659846,2,1942793918183
59659846,3,7070605774162
53214652,1,vanesa41@yahoo.com
53214652,2,7899091976247
53214652,3,3009484083559
39795588,1,vpaz@yahoo.com
42723288,1,zacariasmenchaca@hotmail.com
42723288,2,8316127506036
62839938,1,jose-emilioconcepcion@gmail.com
62839938,2,8557888365251
22870049,1,ilse21@hotmail.com
25137392,1,bernalgerardo@hotmail.com
25137392,2,7586509363923
46640093,1,murilloangel@hotmail.com
46640093,2,4031290786162
46640093,3,0986434599133
46640093,4,6504608006468
85456198,1,ofelia51@yahoo.com
85456198,2,8131530753646
85456198,3,0177391783375
85456198,4,6568249216563
85456198,5,3867014933582
35884880,1,calvilloindira@gmail.com
97092353,1,flaviocortes@yahoo.com
97092353,2,7317330618021
97092353,3,0054343352547
18462999,1,sarapadilla@yahoo.com
18462999,2,8853100638379
18462999,3,9174731642130
18462999,4,5350764639236
18462999,5,3546309879913
27621172,1,omontalvo@gmail.com
27621172,2,6582256287795
27621172,3,9030029193797
27621172,4,0958568134310
53287724,1,erincon@yahoo.com
53287724,2,4013688331880
53287724,3,5069232455311
22223104,1,mcrespo@gmail.com
22223104,2,1857050111759
83486067,1,negreterodolfo@hotmail.com
83486067,2,2894484294344
83486067,3,1792572316333
83486067,4,3337410178469
83486067,5,8677027422792
62138277,1,carlotaarredondo@gmail.com
77936363,1,lermadaniel@hotmail.com
77936363,2,3199726674933
77936363,3,5064318799565
77936363,4,3567277742674
77936363,5,2712212494159
78580930,1,igalarza@gmail.com
78580930,2,3613002084209
78580930,3,8359688643109
87722758,1,tpalomo@gmail.com
87722758,2,3744719801117
87722758,3,6972170373072
87722758,4,2691475047328
87722758,5,1668633538188
50906086,1,carbajaljose-maria@hotmail.com
50906086,2,5145634809754
50906086,3,3004440114474
50906086,4,7575455514541
04270881,1,camilahuerta@gmail.com
26485751,1,babrego@hotmail.com
26485751,2,2943728696149
26485751,3,9483601749478
26485751,4,1669801499420
26485751,5,8645076875320
20436803,1,fernandoolmos@gmail.com
67149292,1,espinalnicolas@yahoo.com
67149292,2,9391197865130
67149292,3,1710561335735
67149292,4,0995822468947
00114202,1,nevarezernesto@yahoo.com
08795984,1,martin43@gmail.com
15788344,1,nietomaria-elena@yahoo.com
15788344,2,9329323073867
45559334,1,aracelilara@yahoo.com
45559334,2,2833377492169
45559334,3,6748902228691
45559334,4,4106113657637
45559334,5,9298007762819
63629378,1,lsanchez@gmail.com
63629378,2,1528552894547
38649875,1,cristalgarica@gmail.com
38649875,2,5372089102938
38649875,3,6510033124124
38649875,4,9144457995681
14086304,1,regaladoelisa@hotmail.com
02290461,1,ebenavides@hotmail.com
02290461,2,6832829930010
02290461,3,8532012262043
02290461,4,1201721951175
57188270,1,cervantesjosefina@hotmail.com
57188270,2,7020278010277
57188270,3,6071807423552
48217910,1,armastomas@hotmail.com
48217910,2,8699466976073
22671233,1,betancourtruben@gmail.com
22671233,2,0914780034538
22671233,3,4140075815090
22671233,4,7159813686203
75352707,1,aldonzasosa@hotmail.com
75352707,2,4181075554400
75352707,3,6058610147535
58822739,1,juana30@hotmail.com
26832616,1,evelioespino@hotmail.com
31882590,1,gilbertogurule@gmail.com
31882590,2,5640030926430
31882590,3,8376533802129
85915770,1,gerardomagana@gmail.com
07422805,1,ilovato@yahoo.com
07422805,2,5560418562377
90155468,1,benjamin46@gmail.com
85130876,1,aldonza96@yahoo.com
85130876,2,0681935655968
10941188,1,batistakarla@yahoo.com
22357052,1,icabrera@yahoo.com
22357052,2,5411848140979
22357052,3,0373496130699
22357052,4,6887592331844
22357052,5,9974420341155
98951550,1,juan-carlos29@gmail.com
98951550,2,8581957024375
44156206,1,murillocristal@gmail.com
44156206,2,8655776291947
44156206,3,1319452711257
44156206,4,6927955496893
13834234,1,smunoz@gmail.com
13834234,2,1420518433521
13834234,3,1071616062260
13834234,4,7842863503774
96904541,1,veronica47@gmail.com
96904541,2,2119436286686
96904541,3,9692326863843
96904541,4,3887381150019
96904541,5,7357429260450
67718184,1,mercedeszedillo@yahoo.com
73154990,1,kcasas@gmail.com
73154990,2,0747959411928
73154990,3,5189616474322
73154990,4,4831310403074
72692332,1,rubenaleman@yahoo.com
22754820,1,msolano@yahoo.com
22754820,2,5384590717528
22754820,3,2881878352674
22754820,4,3218076120471
22754820,5,3172799731510
56169997,1,lauraalcaraz@yahoo.com
56169997,2,7062529996385
56169997,3,5222224585568
56169997,4,0815883677276
32339536,1,monicarincon@hotmail.com
32339536,2,1531805387056
32339536,3,4357239650989
32339536,4,6297855892699
32339536,5,0802160877103
63457421,1,chavarriaalta-gracia@gmail.com
63457421,2,7650123090340
63535914,1,ualmanza@hotmail.com
73691181,1,granadosasuncion@hotmail.com
73691181,2,6694909206050
73691181,3,9295490279984
83126192,1,salvador48@hotmail.com
83126192,2,6842817541730
83126192,3,6473320258577
83126192,4,7444917114972
02351711,1,luis26@hotmail.com
38141720,1,monicaposada@hotmail.com
38141720,2,7683181132760
38141720,3,5464772929058
38141720,4,7328074969963
17275644,1,maria-elena63@hotmail.com
17275644,2,3097769328335
17275644,3,9832895237359
70782813,1,benjaminrivas@gmail.com
70782813,2,4266522898843
70782813,3,3859232079016
70782813,4,2410326393533
39523600,1,wilfridotamez@hotmail.com
39523600,2,6434816268045
39523600,3,7369800914284
51792862,1,lilia85@gmail.com
51792862,2,5648882640654
51792862,3,9709571840833
51792862,4,3738149572869
51792862,5,8439640444001
62393393,1,nvillagomez@yahoo.com
62393393,2,4362205673175
62393393,3,4874417475949
62393393,4,5297370025102
01705973,1,lourdesgaribay@gmail.com
01705973,2,0152337183547
88334905,1,jose-luismaestas@gmail.com
98956326,1,contreraselias@gmail.com
98956326,2,4501903974457
98956326,3,8600180971449
40297309,1,marisol68@hotmail.com
40297309,2,7971000555235
48313940,1,ktamayo@gmail.com
69094132,1,xfajardo@gmail.com
69094132,2,9729070566453
69094132,3,3499403921333
16893849,1,ngracia@gmail.com
16893849,2,9857430385248
16893849,3,7645838380461
16893849,4,7974744393565
88258690,1,ceballosadan@gmail.com
88258690,2,0813478868343
88258690,3,8592113545084
88258690,4,3132927648313
88258690,5,9386689173836
73749554,1,andreslaboy@hotmail.com
81412907,1,zavalaomar@yahoo.com
81412907,2,1506253285569
81412907,3,7567698195374
83579905,1,timoteoyanez@hotmail.com
44465773,1,abel86@gmail.com
44465773,2,0069060475027
44465773,3,1081794234173
70469639,1,abriljasso@yahoo.com
62955911,1,ymuro@hotmail.com
62955911,2,6394173288599
62955911,3,9001698445846
62955911,4,3767579427260
62955911,5,4297380919306
58762004,1,elaboy@hotmail.com
58762004,2,0053313764451
58762004,3,0184324608611
58762004,4,0187866973010
58762004,5,1579161189384
21417764,1,marisela93@gmail.com
21417764,2,1529695227673
21417764,3,9004713348049
21417764,4,6006052780592
21417764,5,8381965374296
89805664,1,dariobustamante@yahoo.com
89805664,2,9329426060656
89805664,3,5324789800062
89805664,4,6896186571147
36874576,1,reynajose@hotmail.com
36874576,2,3787329333167
20917098,1,mduran@yahoo.com
20917098,2,7610474864377
20917098,3,8332563216334
20917098,4,4138067093002
20917098,5,1964860017793
81894161,1,camila39@hotmail.com
81894161,2,5183677857719
81894161,3,5282841593684
84493255,1,sarredondo@gmail.com
84493255,2,0171972520351
84493255,3,3553405163266
13293840,1,zbahena@hotmail.com
13293840,2,7511968524505
92513419,1,marisol77@hotmail.com
92513419,2,4204833196589
05569984,1,grijalvaluis-manuel@gmail.com
05569984,2,5202320162144
04540694,1,ynajera@gmail.com
04540694,2,4961353916744
04540694,3,8259015919338
89816134,1,gabrielrincon@gmail.com
89816134,2,2532475932191
05066742,1,jolivera@yahoo.com
05066742,2,4087853572691
05066742,3,3349397274703
05066742,4,8877046058149
24011983,1,botellorodolfo@yahoo.com
24011983,2,0109937692217
02957517,1,fridagarcia@gmail.com
02957517,2,2553866433897
02957517,3,0402771823955
02957517,4,0538782567822
02957517,5,9469696059976
26806792,1,trinidadbernal@yahoo.com
26806792,2,1589709262944
26806792,3,5148067402506
78482821,1,hectoravalos@gmail.com
36725274,1,gastelumitzel@yahoo.com
46654366,1,brisenoconchita@hotmail.com
46654366,2,7604694966838
46654366,3,3754219035014
46654366,4,6260179852480
46654366,5,9754602070826
77217479,1,ortegaclemente@yahoo.com
77217479,2,5137453628407
77217479,3,5165311645272
79296373,1,veronica49@gmail.com
79296373,2,9734805259563
11126645,1,krincon@gmail.com
11126645,2,2370763958142
11126645,3,3367121383192
12371914,1,esparzaabel@yahoo.com
12371914,2,7661793129415
12371914,3,1318312103409
12371914,4,3982235577654
12371914,5,8929582482945
48279697,1,fcordero@yahoo.com
48279697,2,8021991606882
75553203,1,brionesluis@yahoo.com
92221116,1,carranzabenjamin@yahoo.com
92221116,2,8808052426519
93025294,1,wlozada@yahoo.com
76502392,1,icarbajal@gmail.com
76502392,2,2903885144749
76502392,3,9087018380226
96290613,1,mauro37@hotmail.com
96290613,2,5800443472695
96290613,3,2989678515118
87269994,1,emedrano@yahoo.com
45102295,1,ricardo63@yahoo.com
45102295,2,3575338021184
13774066,1,laura12@hotmail.com
13774066,2,4524830660024
13774066,3,4017594606131
50804306,1,alta-graciacano@gmail.com
50804306,2,0442314581852
50804306,3,6403450190313
50804306,4,0212938973509
50804306,5,5256791021474
32421088,1,carlota89@gmail.com
32421088,2,9315067977242
32421088,3,4237817688378
32421088,4,9664662093029
45996986,1,elvia40@hotmail.com
45996986,2,8001337008470
99612542,1,soledad99@hotmail.com
99612542,2,7320575393035
29284535,1,florezdolores@yahoo.com
29284535,2,2000303526620
29284535,3,6984970492982
29284535,4,4080622499823
02052748,1,resendezcristal@gmail.com
02052748,2,0748987076935
23270008,1,xmenchaca@gmail.com
23270008,2,1801334518867
23270008,3,8469163942705
55448345,1,alfredo43@gmail.com
70643824,1,gallardocornelio@yahoo.com
70643824,2,2843279262190
