cod_cliente,clt_nombre,clit_apellido_paterno,clit_apellido_materno,clt_fec_nac,clt_direcc,clt_sexo,clt_pais_nac,clt_nacionalidad,clt_tipo,clt_razon_social,clt_fec_constitucion
15088222,Rubén,Villa,Galarza,1979-10-26,Cerrada Trinidad y Tabago 147 Edif. 244  --  Depto. 360 -- Vieja Iraq --  GRO 91088-9054,H,México,México,1,,
23102491,Federico,Muro,Saavedra,1942-02-20,Privada Benin 698 789 -- Vieja Sri Lanka --  HGO 20872-3122,H,México,México,1,,
61282377,Mónica,Urrutia,Perea,1975-04-18,Calzada Rascón 050 318 -- San Gregorio de la Montaña --  AGS 53891-5032,H,México,México,1,,
50063161,Flavio,Jaramillo,Escobedo,1911-09-30,Callejón Sur Corral 061 Edif. 658  --  Depto. 596 -- San Pedro de la Montaña --  CAMP 63627-0172,H,México,México,1,,
07260056,Óscar,Treviño,Mesa,1960-10-19,Prolongación Zacatecas 389 Interior 243 -- San Pascual los altos --  MEX 20123,H,México,México,1,,
83620683,Jos,Luna,Garibay,1922-02-21,Corredor Grijalva 162 Interior 287 -- San María Luisa los bajos --  COAH 18970,H,México,México,1,,
43542123,José María,Tórrez,Montoya,1948-01-07,Viaducto Sur Escalante 905 Edif. 833  --  Depto. 570 -- San Pascual de la Montaña --  CAMP 65767,H,México,México,1,,
09945814,Isabela,Velasco,Nazario,1969-02-27,Circunvalación Bélgica 282 878 -- Nueva Islas Salomón --  GRO 56779-4598,H,México,México,1,,
44927981,Ofelia,Fonseca,Mares,1908-11-17,Calle Olivas 064 Edif. 545  --  Depto. 605 -- Vieja Burundi --  DGO 71195-7958,H,México,México,1,,
82620806,Salma,Carmona,Alcaraz,1965-08-30,Callejón Yemen 784 Interior 968 -- San Diego los bajos --  SLP 47048-7716,H,México,México,1,,
15591760,Raquel,Olivas,Flórez,1915-08-13,Peatonal Belice 655 687 -- San Isabel los bajos --  AGS 21764-4551,H,México,México,1,,
56401035,Roberto,Rolón,Mayorga,1939-03-07,Callejón Coahuila de Zaragoza 908 Interior 605 -- Nueva República de Moldova --  DGO 25308,H,México,México,1,,
83707919,Mayte,Galindo,de León,1976-10-15,Circuito Chiapas 958 Edif. 330  --  Depto. 864 -- Vieja Colombia --  VER 76318,H,México,México,1,,
93722131,Elisa,Sandoval,Lozano,1969-01-05,Privada Tamaulipas 218 Edif. 189  --  Depto. 812 -- San Andrés los altos --  COAH 07875-8511,H,México,México,1,,
53222046,Joaquín,Brito,Ceballos,1999-01-13,Calzada Burkina Faso 218 Edif. 334  --  Depto. 833 -- Vieja República Checa --  SIN 36975,H,México,México,1,,
57561585,Andrés,Montes,Robles,1967-05-11,Continuación Norte Pichardo 856 905 -- Vieja Perú --  GTO 87327,H,México,México,1,,
49488081,Gustavo,Briseño,Padrón,1994-03-29,Retorno Sur Arredondo 041 Interior 966 -- San Helena de la Montaña --  YUC 36553,H,México,México,1,,
86581561,Mitzy,Pabón,Galindo,1932-08-10,Circuito Norte Serna 709 893 -- San Raquel los bajos --  Q. ROO 92272-7363,H,México,México,1,,
04892861,Jesús,Flores,Marín,2001-10-21,Calle Sudán 881 Interior 433 -- San Luisa los altos --  BCS 19088-9444,H,México,México,1,,
09262256,Rubén,Laboy,Venegas,1966-02-28,Diagonal Pakistán 629 Interior 184 -- Vieja Francia --  TAMPS 03573,H,México,México,1,,
69442292,Francisca,Reyes,Villegas,1957-05-15,Callejón Distrito Federal 770 Interior 417 -- San Francisca los bajos --  DF 21380,H,México,México,1,,
91593108,Concepción,Leal,Palomo,1966-05-04,Continuación Emiratos Árabes Unidos 153 774 -- Nueva Somalia --  CHIH 76983,H,México,México,1,,
47310711,Rosa,de la Crúz,Rolón,1934-04-20,Avenida Norte Herrera 296 252 -- San Graciela los bajos --  DGO 26263-7690,H,México,México,1,,
35042235,Victoria,Portillo,Tórrez,1943-01-08,Cerrada Chiapas 158 Edif. 352  --  Depto. 494 -- San Norma los bajos --  CHIH 33919-0095,H,México,México,1,,
55271509,Luis Manuel,Berríos,Otero,1927-04-12,Andador Norte Covarrubias 227 Interior 137 -- Vieja Canadá --  GTO 75598,H,México,México,1,,
87506556,Irene,Rael,Gallegos,1949-09-17,Boulevard Norte Narváez 505 Interior 676 -- San Eugenia de la Montaña --  MEX 40496,H,México,México,1,,
39229021,Carlota,Granados,Paredes,1976-12-19,Calle Norte Chacón 600 294 -- Vieja Malasia --  PUE 77789,H,México,México,1,,
96415870,Luis Miguel,Valdés,Zarate,1955-12-26,Circunvalación Robles 889 Interior 291 -- Vieja Tonga --  Q. ROO 90544,H,México,México,1,,
78023512,Serafín,Muñiz,Zapata,2000-02-04,Continuación Islas Salomón 258 306 -- San Micaela de la Montaña --  OAX 64152,H,México,México,1,,
70365511,Sergio,Nevárez,Vigil,1909-01-12,Avenida Sinaloa 212 442 -- San Francisco Javier los altos --  AGS 67657-7616,H,México,México,1,,
44358877,Alejandra,Otero,Laboy,1920-02-10,Ampliación Norte Flórez 093 449 -- San Adriana de la Montaña --  COL 81535-4292,H,México,México,1,,
22324375,Antonio,Juárez,Vigil,1939-07-04,Calle San Luis Potosí 194 Edif. 500  --  Depto. 347 -- Nueva Comoras --  JAL 96205-2842,H,México,México,1,,
92391956,Camilo,Sandoval,Villanueva,1996-07-02,Corredor Norte Carrero 177 Edif. 924  --  Depto. 973 -- San Bernardo de la Montaña --  MEX 11667,H,México,México,1,,
35387985,Aldo,Almaraz,Aguilar,1968-08-17,Calzada Briseño 285 462 -- Vieja Uruguay --  JAL 24170,H,México,México,1,,
58529089,Elena,Quesada,Ortiz,1957-11-13,Retorno Perú 603 461 -- Nueva Bangladesh --  CAMP 91644,H,México,México,1,,
06729547,Ramón,Villalpando,Briseño,1945-05-31,Calle Sur Aranda 355 Interior 158 -- San Zoé los bajos --  GRO 26775,H,México,México,1,,
36106578,Abigail,Rodrígez,Zambrano,1967-11-04,Circunvalación Norte Mendoza 041 638 -- Vieja Bahrein --  MEX 43985-6573,H,México,México,1,,
19513201,Guillermo,Batista,Coronado,1972-06-25,Boulevard México 738 673 -- San Georgina de la Montaña --  DGO 84348,H,México,México,1,,
69245107,Mercedes,Palacios,Velázquez,1923-01-12,Privada Sur Hinojosa 579 848 -- Vieja Nueva Zelandia --  TAB 86173-7350,H,México,México,1,,
48880732,Aldonza,Reyna,Portillo,1932-10-06,Peatonal Sur Valentín 921 244 -- San Angélica de la Montaña --  TLAX 22625-1636,H,México,México,1,,
16049376,Amanda,Alcaraz,Gamboa,1948-06-26,Diagonal Zacatecas 133 Edif. 557  --  Depto. 048 -- San Citlali los altos --  CAMP 39718,H,México,México,1,,
50415953,Gonzalo,Fuentes,Olmos,1952-06-29,Peatonal Sur Sauceda 550 Interior 803 -- San Salma de la Montaña --  GTO 48098-0148,H,México,México,1,,
35755425,Ilse,Ocampo,Hidalgo,1979-12-05,Privada Rumania 697 Interior 354 -- San Marco Antonio de la Montaña --  QRO 64789,H,México,México,1,,
08960528,Mario,Briseño,Toro,1961-05-16,Peatonal Norte Jiménez 921 Interior 894 -- San María Luisa los bajos --  SON 41027,H,México,México,1,,
25570489,Minerva,Peralta,Vera,1905-11-27,Viaducto Croacia 196 Interior 505 -- San Amalia los bajos --  AGS 73414-0538,H,México,México,1,,
70292732,Cornelio,Rico,Bétancourt,1959-10-24,Calle Zamora 821 827 -- Nueva Zimbabwe --  MOR 01807,H,México,México,1,,
03687406,Nadia,Mora,Velásquez,1957-07-16,Eje vial Durango 368 Interior 028 -- San Enrique los altos --  TAB 74098-6338,H,México,México,1,,
38175893,José Eduardo,Leal,Corrales,1919-04-15,Prolongación Norte Longoria 010 169 -- Vieja Hungría --  COAH 42201,H,México,México,1,,
38515750,Leticia,Henríquez,Almonte,1977-02-22,Prolongación República Federal Democrática de Nepal 756 Edif. 778  --  Depto. 178 -- San Yeni los altos --  COL 74120,H,México,México,1,,
40136929,Isaac,Ruelas,Heredia,1979-08-25,Circunvalación Castro 199 Edif. 966  --  Depto. 070 -- Vieja Trinidad y Tabago --  TAB 13299,H,México,México,1,,
50864362,Ángel,Carvajal,González,1975-11-10,Circunvalación Molina 055 Edif. 459  --  Depto. 836 -- Nueva Guinea Bissau --  TAB 11460-4212,H,México,México,1,,
97569961,Yolanda,Peralta,Maldonado,1919-04-07,Avenida Sur Casares 897 Edif. 912  --  Depto. 721 -- San Juan Carlos los altos --  AGS 46724,H,México,México,1,,
36908141,Cynthia,Orta,Jaramillo,1935-03-24,Ampliación Norte Abrego 388 039 -- San Magdalena de la Montaña --  BCS 80589,H,México,México,1,,
84696427,Pedro,Quintero,Holguín,1917-02-01,Retorno Lozano 203 Interior 555 -- Vieja Fiji --  CHIS 54308-8910,H,México,México,1,,
62026253,Gonzalo,Villagómez,Adame,1999-03-01,Pasaje Islas Marshall 252 Interior 310 -- Nueva Libia --  QRO 94912-7144,H,México,México,1,,
64161679,Leticia,Soria,Ochoa,1932-11-28,Viaducto Iraq 339 898 -- San David los altos --  HGO 29515,H,México,México,1,,
34700280,Francisco,Luevano,Ortega,1922-04-04,Circuito Oaxaca 329 Interior 139 -- Vieja República Árabe Siria --  NL 56374-9467,H,México,México,1,,
17296588,Esteban,Pantoja,Pineda,1927-03-21,Pasaje Arenas 985 765 -- San María Cristina los altos --  MOR 79305-6241,H,México,México,1,,
75044602,Karla,Pabón,Orosco,1964-09-07,Eje vial Norte Carrión 928 Interior 579 -- Nueva Sudáfrica --  Q. ROO 82018,H,México,México,1,,
34277706,Liliana,Vásquez,Mota,1914-12-11,Pasaje Norte Batista 734 Edif. 406  --  Depto. 637 -- San Florencia los altos --  AGS 84962,H,México,México,1,,
66994596,Víctor,Apodaca,Quiroz,1972-08-07,Peatonal Tabasco 975 406 -- Nueva Vanuatu --  TAB 00648-8663,H,México,México,1,,
92578197,Luz,Rentería,Aguirre,1993-03-09,Diagonal Sur Gracia 449 Interior 503 -- San Leticia los bajos --  DF 11507-9387,H,México,México,1,,
91651549,Jos,Polanco,Orta,1943-10-12,Diagonal Chacón 481 Edif. 949  --  Depto. 485 -- Vieja Letonia --  SON 60600,H,México,México,1,,
06399375,Violeta,Parra,Godoy,1937-06-27,Viaducto Turkmenistán 361 635 -- Nueva Etiopía --  ZAC 02614-1472,H,México,México,1,,
68443467,José,Meza,Laboy,1996-02-24,Prolongación Valdivia 090 855 -- Nueva Bosnia y Herzegovina --  Q. ROO 18446-7116,H,México,México,1,,
01208658,Mariano,Bétancourt,Villareal,1929-05-08,Circuito Marruecos 137 Interior 048 -- San Guillermo los bajos --  SLP 77077,H,México,México,1,,
26984629,Salma,Cantú,Ybarra,1911-08-24,Viaducto Michoacán de Ocampo 712 Edif. 234  --  Depto. 912 -- San Karla de la Montaña --  GRO 41456,H,México,México,1,,
76465604,Sofía,Crespo,Valle,1962-01-10,Periférico Norte Salinas 883 Interior 594 -- Nueva Palau --  DGO 28161-1015,H,México,México,1,,
03653487,Ramón,Bañuelos,Pantoja,1954-11-29,Calle Casanova 053 Edif. 024  --  Depto. 296 -- San Fidel de la Montaña --  PUE 45814,H,México,México,1,,
24193863,José Eduardo,Santiago,Mesa,1909-07-08,Diagonal Polonia 178 033 -- San Felipe los altos --  CHIS 19487,H,México,México,1,,
16288584,Elsa,Botello,Feliciano,1996-07-22,Boulevard Yucatán 324 Interior 088 -- Nueva Estados Unidos de América --  DF 57901-3318,H,México,México,1,,
40552279,Leticia,Olivera,Cortés,1907-01-23,Callejón Israel 603 Interior 519 -- Nueva Burkina Faso --  BC 22951,H,México,México,1,,
93657563,Humberto,Suárez,Fuentes,1978-03-19,Pasaje Distrito Federal 844 Interior 065 -- Nueva Kiribati --  TAB 04721,H,México,México,1,,
31475860,Rufino,Caraballo,Maldonado,1964-04-18,Prolongación Guerrero 734 123 -- San Irma de la Montaña --  QRO 23494-5309,H,México,México,1,,
86037914,María Teresa,Vázquez,Castellanos,1937-06-29,Diagonal Dinamarca 732 Edif. 090  --  Depto. 299 -- Nueva Suriname --  SON 84673-2636,H,México,México,1,,
25774443,Gloria,Vela,Sanches,1949-07-18,Viaducto Túnez 806 Interior 683 -- San Ana María los altos --  COL 82051-5297,H,México,México,1,,
60815156,José Emilio,Barragán,Espinoza,1949-06-11,Continuación Moreno 669 Edif. 459  --  Depto. 758 -- Vieja Grecia --  MICH 31852-3260,H,México,México,1,,
88466354,Adela,Cintrón,Padilla,1942-03-07,Circuito Michoacán de Ocampo 090 Interior 090 -- Nueva Liechtenstein --  COAH 21671,H,México,México,1,,
16043084,Alfonso,Parra,Ornelas,1952-05-28,Cerrada Sur Varela 957 Edif. 490  --  Depto. 407 -- Vieja Chipre --  DGO 71598,H,México,México,1,,
82005610,Minerva,Henríquez,de la Crúz,1966-12-31,Prolongación Islandia 185 022 -- Nueva Afganistán --  MEX 81188,H,México,México,1,,
24200264,Lorenzo,Valentín,Ontiveros,1971-12-19,Viaducto Aguascalientes 811 Interior 613 -- Nueva Barbados --  COAH 40098-6381,H,México,México,1,,
01449297,Sofía,Salcido,Reynoso,1926-12-07,Cerrada Hidalgo 388 737 -- Vieja Túnez --  OAX 40720,H,México,México,1,,
18153781,Andrea,Brito,Bustamante,1931-08-29,Pasaje Brasil 917 Interior 296 -- San Amelia de la Montaña --  NAY 86071-9126,H,México,México,1,,
84571915,Sessa,Mendoza,Mojica,1929-08-13,Callejón Islas Marshall 325 Edif. 762  --  Depto. 620 -- San Nayeli de la Montaña --  NL 30383-3137,H,México,México,1,,
62313735,Noemí,Niño,Quiñónez,1988-02-27,Peatonal Macías 820 855 -- San Oswaldo los bajos --  SLP 51022-7322,H,México,México,1,,
22818935,Pedro,Sosa,Montenegro,1972-09-09,Continuación Sur Benavídez 865 Edif. 173  --  Depto. 153 -- Nueva Estados Unidos de América --  TAMPS 12371-0564,H,México,México,1,,
09782266,Estefanía,Camarillo,Parra,1940-03-09,Diagonal Timor-Leste 486 709 -- San Angélica los altos --  CHIH 59786,H,México,México,1,,
60799777,Mateo,Aguayo,Loera,1906-08-02,Callejón Norte Ozuna 666 Interior 634 -- San Julio de la Montaña --  COL 49996,H,México,México,1,,
68456436,Zoé,Colunga,Regalado,1935-11-01,Peatonal Rodríguez 405 953 -- Nueva Burundi --  YUC 02826-5046,H,México,México,1,,
04371359,Marisol,Cepeda,Soto,1951-03-08,Andador Mascareñas 385 Edif. 408  --  Depto. 604 -- San Perla los bajos --  BC 88548,H,México,México,1,,
10425916,Guadalupe,Borrego,Candelaria,1919-02-16,Corredor Norte Ávalos 072 Edif. 124  --  Depto. 575 -- Nueva Filipinas --  MICH 49300,H,México,México,1,,
89291085,Julio,Lucero,Ontiveros,2001-12-11,Calzada Nayarit 857 310 -- Vieja Uruguay --  NAY 17408,H,México,México,1,,
38382970,Nancy,Casares,Ferrer,1919-08-04,Prolongación Norte Enríquez 080 Edif. 603  --  Depto. 705 -- Vieja Luxemburgo --  YUC 76136,H,México,México,1,,
86449267,Ricardo,Cintrón,Peralta,1937-01-21,Prolongación Bahrein 996 993 -- Vieja Eslovaquia --  NAY 52856,H,México,México,1,,
76319303,Óliver,Márquez,Vela,1914-08-21,Boulevard Campeche 826 865 -- Nueva Zimbabwe --  TLAX 99583,H,México,México,1,,
99627102,Carolina,Pichardo,Molina,1992-09-11,Cerrada Norte Matías 464 575 -- San Eduardo los altos --  MICH 16253,H,México,México,1,,
03251225,Pablo,Rubio,Téllez,1914-06-03,Peatonal Tayikistán 456 Edif. 321  --  Depto. 426 -- Nueva Paraguay --  MEX 83851,H,México,México,1,,
60624505,Ignacio,Guerrero,Tamayo,1954-11-21,Continuación Uganda 627 Edif. 641  --  Depto. 773 -- San Arcelia los bajos --  AGS 54607,H,México,México,1,,
29371211,Horacio,Rocha,Nieto,1995-12-02,Eje vial Canales 772 Interior 626 -- Vieja República Unida de Tanzanía --  MEX 99259,H,México,México,1,,
77917638,Augusto,Hidalgo,Almanza,1966-12-22,Callejón Yucatán 180 Edif. 381  --  Depto. 207 -- Nueva Lituania --  HGO 93381-9108,H,México,México,1,,
04726159,Camila,Perales,Rincón,1983-12-20,Eje vial Jalisco 321 Edif. 039  --  Depto. 215 -- San Abril los altos --  NL 21169,H,México,México,1,,
71696324,Vicente,Cabrera,Prado,1933-03-17,Corredor Quintana Roo 123 759 -- Vieja Qatar --  CAMP 68790,H,México,México,1,,
62695862,Raquel,Cortés,Benítez,1990-12-27,Pasaje República Centroafricana 527 Interior 334 -- Nueva Nauru --  COAH 01855,H,México,México,1,,
35315636,Francisca,Saiz,Soto,1948-09-17,Calle Norte de la O 889 674 -- Vieja Filipinas --  COAH 55821-4394,H,México,México,1,,
64715605,Israel,Borrego,Orozco,1917-04-29,Boulevard Granada 334 Interior 229 -- Nueva Finlandia --  AGS 05444-4168,H,México,México,1,,
98817498,Juan Carlos,Rascón,Maldonado,1964-02-10,Viaducto Zamudio 875 Interior 127 -- San Emiliano los bajos --  DF 59668-7068,H,México,México,1,,
86933735,Carmen,Pulido,Ornelas,1928-07-27,Callejón Eritrea 661 Interior 730 -- Vieja Georgia --  COL 57591,H,México,México,1,,
79032117,Gregorio,Naranjo,Mondragón,1992-05-20,Cerrada Sur Rosario 728 Interior 244 -- San Florencia los altos --  BCS 75235,H,México,México,1,,
55370516,Porfirio,Castro,Caldera,1944-01-21,Calzada ex República Yugoslava de Macedonia 089 Edif. 012  --  Depto. 377 -- San Rosario los altos --  TAB 19080,H,México,México,1,,
05364541,Elias,Cortés,Olmos,2003-01-16,Pasaje Nayarit 451 899 -- Vieja Sri Lanka --  Q. ROO 99156,H,México,México,1,,
99244538,Violeta,Quezada,Solorio,1906-09-27,Privada Garza 326 Interior 484 -- Nueva Tuvalu --  CHIH 33775,H,México,México,1,,
17228572,Esther,Solano,Villegas,1993-01-10,Avenida Zacatecas 358 402 -- Vieja Sudán del Sur --  ZAC 43002,H,México,México,1,,
80849377,Isabela,Fierro,Espinal,1990-01-23,Retorno Ecuador 604 Edif. 812  --  Depto. 506 -- Nueva Gambia --  CAMP 19162,H,México,México,1,,
56628500,Rosalia,Campos,Verdugo,1971-07-24,Retorno Norte Valdez 048 Interior 036 -- San Serafín los bajos --  SLP 86080-0472,H,México,México,1,,
81080564,Micaela,Valdez,Archuleta,1914-06-02,Boulevard Sur Solano 732 696 -- San Serafín de la Montaña --  MICH 40114-3764,H,México,México,1,,
94434361,Javier,Delgadillo,Garica,1939-05-18,Calle Vietman 082 Edif. 606  --  Depto. 606 -- Nueva Guatemala --  GRO 99369-8269,H,México,México,1,,
97281719,Dolores,Gil,Cortez,1974-07-01,Retorno Líbano 846 651 -- San Mónica los altos --  SLP 36337,H,México,México,1,,
37384487,Alta  Gracia,Reynoso,Matías,1939-07-01,Cerrada Sur Osorio 667 Interior 331 -- San Mauricio los bajos --  NL 22738-9119,H,México,México,1,,
68426200,Clara,Feliciano,Tamayo,1949-09-02,Calle Norte Blanco 025 958 -- San Adriana los altos --  SIN 33891,H,México,México,1,,
59468219,Berta,Barrientos,Anguiano,1991-02-12,Periférico Tlaxcala 617 364 -- Nueva Armenia --  GTO 89815-7450,H,México,México,1,,
63308570,Aldonza,Páez,Carbajal,1991-01-24,Cerrada Dominicana 188 462 -- Nueva Benin --  HGO 49989,H,México,México,1,,
01461855,María Luisa,Correa,Sanches,1961-07-14,Retorno Kazajstán 822 935 -- San Julia los altos --  VER 78221-1805,H,México,México,1,,
80068785,Marcela,Elizondo,Jurado,1990-11-20,Corredor Narváez 205 463 -- San Rosa de la Montaña --  SON 50584,H,México,México,1,,
76084447,Reynaldo,Guerrero,Ballesteros,1970-03-27,Retorno Madera 664 Interior 592 -- Nueva Jamaica --  NAY 52180,H,México,México,1,,
44704469,Ana María,Prado,Vaca,1961-11-28,Periférico Quintana Roo 046 376 -- Nueva Nicaragua --  MOR 36818,H,México,México,1,,
72190135,Citlali,Escalante,Cabrera,1993-02-02,Cerrada Norte Segura 974 482 -- Vieja Kenya --  TAB 81925-9292,H,México,México,1,,
26290669,Marcela,Cabán,Adame,1905-10-02,Eje vial Campeche 504 030 -- San Mitzy de la Montaña --  CAMP 11504-0813,H,México,México,1,,
34393383,Noemí,Granado,Esquibel,1998-04-27,Cerrada Otero 883 Interior 829 -- Vieja Irán --  HGO 97989-1152,H,México,México,1,,
63810356,Violeta,González,Sáenz,1938-05-26,Corredor Sur Haro 768 781 -- San Diana de la Montaña --  CHIH 21485,H,México,México,1,,
29120949,Barbara,Valverde,Gallardo,1936-12-13,Andador Austria 215 Edif. 449  --  Depto. 892 -- Vieja Liberia --  CHIH 83002,H,México,México,1,,
95860152,Nayeli,Rojo,Pedraza,1930-03-26,Circunvalación Mena 954 964 -- San Jos de la Montaña --  TAMPS 13004-2806,H,México,México,1,,
79731607,Eva,Pabón,Alfaro,1929-05-04,Andador Malawi 905 Interior 684 -- Nueva Egipto --  BCS 77373-2029,H,México,México,1,,
16182103,Benjamín,Rosario,Malave,1907-03-07,Calle Galván 187 Interior 740 -- San Eugenio los bajos --  NL 21164,H,México,México,1,,
03360866,Dulce,Muro,Carrión,2000-12-05,Retorno Norte Armas 163 Edif. 454  --  Depto. 624 -- San Eva los bajos --  TLAX 10872,H,México,México,1,,
24702539,Socorro,Ulloa,Sánchez,1935-06-14,Eje vial Sur Barrientos 747 Edif. 838  --  Depto. 422 -- San Evelio de la Montaña --  MEX 08890-7948,H,México,México,1,,
54647985,Federico,Muro,Granado,1993-02-24,Pasaje Argelia 059 Interior 645 -- Vieja Liechtenstein --  Q. ROO 62516,H,México,México,1,,
07096877,Isaac,Carrillo,Gurule,1940-11-29,Circuito Norte Linares 037 Edif. 871  --  Depto. 069 -- Vieja Estados Unidos de América --  JAL 55029-1887,H,México,México,1,,
49353952,Francisca,Vera,Cortez,1914-05-21,Eje vial Sur Roybal 602 Interior 473 -- Vieja Bulgaria --  Q. ROO 91284-7225,H,México,México,1,,
07063985,Lourdes,Olivo,Haro,1961-10-17,Ampliación Norte Olivares 031 Edif. 045  --  Depto. 896 -- San Clara de la Montaña --  COAH 78173-3535,H,México,México,1,,
22270290,Teodoro,Alonso,Carvajal,1912-06-18,Privada Sur Macías 196 Edif. 404  --  Depto. 739 -- San Daniela los altos --  VER 51950-4596,H,México,México,1,,
18059915,Óscar,Guerra,Carbajal,1946-03-11,Eje vial Querétaro 574 Edif. 915  --  Depto. 446 -- Nueva Guatemala --  COAH 90811-2770,H,México,México,1,,
12580583,Cynthia,Zamora,Carrero,1928-12-09,Circuito Turquía 537 065 -- San Elsa los altos --  CAMP 68926-5775,H,México,México,1,,
09689787,Natalia,Cantú,Cortés,1935-06-19,Continuación Rocha 357 Interior 226 -- San Emilia los altos --  TLAX 75971,H,México,México,1,,
52739859,Maximiliano,Meza,Quiñones,1947-03-21,Prolongación Benítez 473 Interior 045 -- San Salma los altos --  VER 72404,H,México,México,1,,
63547382,Genaro,Salcedo,Terrazas,1988-06-20,Cerrada San Luis Potosí 779 557 -- San Jaime de la Montaña --  PUE 22024-7388,H,México,México,1,,
98826551,Porfirio,Merino,Molina,1916-11-02,Privada Yemen 300 Interior 600 -- Vieja Eslovaquia --  MEX 55481,H,México,México,1,,
75865016,Porfirio,Matos,Casárez,1928-06-29,Calzada Guerrero 342 Interior 598 -- San Angélica los altos --  NAY 33398,H,México,México,1,,
69945502,Violeta,Porras,Escalante,1979-11-18,Ampliación Madagascar 060 Edif. 947  --  Depto. 994 -- Nueva México --  GRO 57080,H,México,México,1,,
50132515,Guillermo,Sierra,Ferrer,1972-12-01,Circunvalación Morelos 544 Interior 739 -- Nueva Nicaragua --  COAH 27808,H,México,México,1,,
14634581,Enrique,Castellanos,Baeza,1984-03-03,Diagonal Oaxaca 528 410 -- San Hilda los bajos --  SIN 19721,H,México,México,1,,
89754665,Maximiliano,Osorio,Tovar,1907-09-18,Retorno Sur Cepeda 505 229 -- San David de la Montaña --  TLAX 21068-2265,H,México,México,1,,
64522449,Diego,Torres,Irizarry,1996-03-25,Calzada Panamá 133 584 -- Nueva Arabia Saudita --  AGS 17394,H,México,México,1,,
26156118,Karina,Cornejo,Solís,1938-04-09,Circuito Burundi 253 Interior 672 -- Nueva Tayikistán --  MICH 12746,H,México,México,1,,
93096966,Josefina,Gollum,Armas,1990-01-21,Viaducto Sur Chacón 664 Interior 270 -- Vieja Serbia --  QRO 81886-7073,H,México,México,1,,
17031813,Georgina,Garza,Collazo,1949-02-04,Viaducto Norte Concepción 644 Interior 950 -- Nueva Países Bajos --  BC 84081-9737,H,México,México,1,,
83615665,Aurelio,de Jesús,Razo,1916-08-16,Cerrada Sinaloa 960 Interior 782 -- San María José los bajos --  CHIH 61219,H,México,México,1,,
96401248,Maximiliano,Jiménez,Pacheco,1984-02-14,Calle Norte Estévez 343 643 -- Nueva Gabón --  CHIS 51867,H,México,México,1,,
35359746,Óliver,Paredes,Esquivel,1972-10-01,Diagonal Norte Holguín 861 Edif. 930  --  Depto. 948 -- Vieja Comoras --  YUC 73397-4370,H,México,México,1,,
81483631,Noemí,Zúñiga,Arguello,1968-10-22,Periférico Yucatán 919 Interior 509 -- San Humberto de la Montaña --  TLAX 87056-4380,H,México,México,1,,
82661670,Rosa,Casillas,Fierro,1936-01-31,Continuación Norte Solorzano 160 Edif. 086  --  Depto. 225 -- Vieja Mauricio --  Q. ROO 25209,H,México,México,1,,
92225176,Cristal,Echeverría,Corona,1906-12-08,Cerrada Norte Aponte 485 Interior 013 -- San Eloisa los bajos --  NL 88480-9174,H,México,México,1,,
29870479,Asunción,Sisneros,Mireles,1994-03-02,Andador Distrito Federal 064 928 -- San Horacio los bajos --  QRO 60142,H,México,México,1,,
52103582,Julio,Fierro,Melgar,1982-06-26,Ampliación Querétaro 990 Edif. 706  --  Depto. 702 -- San Espartaco los bajos --  GRO 33066,H,México,México,1,,
26090139,Pascual,Alonzo,Guerra,1957-11-01,Cerrada Coahuila de Zaragoza 935 Edif. 111  --  Depto. 508 -- Vieja Hungría --  Q. ROO 45054,H,México,México,1,,
73577737,Andrés,Aguilar,Rascón,1911-06-08,Cerrada Aparicio 135 720 -- Vieja México --  SLP 02306,H,México,México,1,,
29699735,Luz,Castillo,Jaramillo,1947-07-01,Diagonal Distrito Federal 646 Interior 156 -- Nueva Reino Unido de Gran Bretaña e Irlanda del Norte --  CAMP 53057-6412,H,México,México,1,,
35316664,Oswaldo,Arias,Verdugo,1975-07-09,Diagonal Suriname 512 Interior 534 -- San Julio de la Montaña --  YUC 10820,H,México,México,1,,
76989445,Adriana,Mondragón,Serrano,1973-01-12,Corredor Sur del Río 807 936 -- San Amanda los altos --  PUE 69460,H,México,México,1,,
67079582,Mónica,Salinas,Crespo,1933-01-14,Ampliación Leal 714 Interior 581 -- Vieja Perú --  MICH 57524-9880,H,México,México,1,,
86140331,Ivonne,Muro,Guillen,1920-05-25,Peatonal Hidalgo 461 Edif. 290  --  Depto. 903 -- San Manuel los altos --  HGO 82438,H,México,México,1,,
71252728,Elvira,Maya,Riojas,1972-05-19,Ampliación Norte Martínez 251 Edif. 942  --  Depto. 445 -- Vieja Guinea --  AGS 29315-0977,H,México,México,1,,
00995603,Pilar,Ornelas,Almaraz,1939-06-07,Cerrada Micronesia 283 869 -- Nueva Botswana --  SON 65769-1314,H,México,México,1,,
28505785,Patricio,Rosales,Cortés,1966-07-21,Circunvalación Chiapas 074 423 -- San Manuel los bajos --  PUE 34824,H,México,México,1,,
34967126,José,Juárez,Villa,1931-02-25,Avenida México 978 Edif. 481  --  Depto. 009 -- Vieja Turquía --  BC 35652-6885,H,México,México,1,,
25729689,Eloy,Alva,Valdivia,1931-09-18,Privada Georgia 239 Edif. 090  --  Depto. 062 -- Nueva Lituania --  NL 10511-9434,H,México,México,1,,
